Row_ID,Tenant_ID,Tenant_Name,Owner_ID,Owner_Name,WH_ID,Warehouse_Location,Warehouse_State,Warehouse_Type,Warehouse_Size,Month,Month_Name,Quarter,Monthly_Rent_INR,GST_18pct_INR,Total_Invoice_INR,Lease_Duration_Months,Payment_Status,Payment_Date,Delay_Days,Amount_Paid_INR,Balance_Due_INR,Invoice_Sent,Invoice_Date,Due_Date,Reminder_Sent,Email_Sent,WhatsApp_Sent,Tenant_Type,Industry_Type,Payment_Behavior,Customer_Tenure_Months,Is_Paid_Binary,Is_Delayed_Binary,Revenue_Collected_INR,Size_Encoded,Type_Encoded,Behavior_Encoded,TenantType_Encoded,Risk_Score,Tenant_Segment,Month_Num,KMeans_Cluster,Cluster_Label,Tenant_Email,Tenant_Phone,Contact_Person,Owner_Email,Owner_Phone
TXN-0113,TNT-06,Metro Distributors,OWN-01,Rajesh Shah,WH-06,Udaipur,Rajasthan,Distribution Hub,Large,01-11-2024,Nov-24,Q4-2024,107423,19336,126759,24,Not Paid,,81,0,126759,Yes,01-11-2024,11-11-2024,Yes,Yes,Yes,Business,FMCG,Defaulted,24,0,0,0,3,4,4,1,86,Defaulter,23,1,Late Payer,accounts@metrodist.co.in,9867890123,Rajan Gupta,rajesh.shah@warehub.in,9876543210
TXN-0114,TNT-07,TechParts India,OWN-03,Amit Patel,WH-07,Pune,Maharashtra,Dry Warehouse,Medium,01-02-2023,Feb-23,Q1-2023,36992,6658,43650,12,Paid,19-03-2023,36,43650,0,Yes,01-02-2023,11-02-2023,Yes,Yes,Yes,Business,Electronics,Delayed,12,1,1,43650,2,2,3,1,61,Late Payer,2,2,Regular Payer,finance@techparts.in,9878901234,Kiran Joshi,amit.patel@warehub.in,9812345678
TXN-0115,TNT-07,TechParts India,OWN-03,Amit Patel,WH-07,Pune,Maharashtra,Dry Warehouse,Medium,01-03-2023,Mar-23,Q1-2023,36992,6658,43650,12,Paid,19-04-2023,39,43650,0,Yes,01-03-2023,11-03-2023,Yes,Yes,Yes,Business,Electronics,Delayed,12,1,1,43650,2,2,3,1,62.3,Late Payer,3,2,Regular Payer,finance@techparts.in,9878901234,Kiran Joshi,amit.patel@warehub.in,9812345678
TXN-0116,TNT-07,TechParts India,OWN-03,Amit Patel,WH-07,Pune,Maharashtra,Dry Warehouse,Medium,01-04-2023,Apr-23,Q2-2023,36992,6658,43650,12,Not Paid,,661,0,43650,Yes,01-04-2023,11-04-2023,Yes,Yes,Yes,Business,Electronics,Defaulted,12,0,0,0,2,2,4,1,95,Defaulter,4,1,Late Payer,finance@techparts.in,9878901234,Kiran Joshi,amit.patel@warehub.in,9812345678
TXN-0117,TNT-07,TechParts India,OWN-03,Amit Patel,WH-07,Pune,Maharashtra,Dry Warehouse,Medium,01-09-2023,Sep-23,Q3-2023,36992,6658,43650,12,Not Paid,,508,0,43650,Yes,01-09-2023,11-09-2023,Yes,Yes,Yes,Business,Electronics,Defaulted,12,0,0,0,2,2,4,1,95,Defaulter,9,1,Late Payer,finance@techparts.in,9878901234,Kiran Joshi,amit.patel@warehub.in,9812345678
TXN-0118,TNT-07,TechParts India,OWN-03,Amit Patel,WH-07,Pune,Maharashtra,Dry Warehouse,Medium,01-11-2023,Nov-23,Q4-2023,36992,6658,43650,12,Paid,09-01-2024,59,43650,0,Yes,01-11-2023,11-11-2023,Yes,Yes,Yes,Business,Electronics,Delayed,12,1,1,43650,2,2,3,1,71.2,Late Payer,11,2,Regular Payer,finance@techparts.in,9878901234,Kiran Joshi,amit.patel@warehub.in,9812345678
TXN-0119,TNT-07,TechParts India,OWN-03,Amit Patel,WH-07,Pune,Maharashtra,Dry Warehouse,Medium,01-12-2023,Dec-23,Q4-2023,36992,6658,43650,12,Not Paid,,417,0,43650,Yes,01-12-2023,11-12-2023,Yes,Yes,Yes,Business,Electronics,Defaulted,12,0,0,0,2,2,4,1,95,Defaulter,12,1,Late Payer,finance@techparts.in,9878901234,Kiran Joshi,amit.patel@warehub.in,9812345678
TXN-0120,TNT-07,TechParts India,OWN-03,Amit Patel,WH-07,Pune,Maharashtra,Dry Warehouse,Medium,01-02-2024,Feb-24,Q1-2024,36992,6658,43650,12,Paid,15-03-2024,33,43650,0,Yes,01-02-2024,11-02-2024,Yes,Yes,Yes,Business,Electronics,Delayed,12,1,1,43650,2,2,3,1,59.7,Late Payer,14,2,Regular Payer,finance@techparts.in,9878901234,Kiran Joshi,amit.patel@warehub.in,9812345678
TXN-0121,TNT-07,TechParts India,OWN-03,Amit Patel,WH-07,Pune,Maharashtra,Dry Warehouse,Medium,01-05-2024,May-24,Q2-2024,36992,6658,43650,12,Not Paid,,265,0,43650,Yes,01-05-2024,11-05-2024,Yes,Yes,Yes,Business,Electronics,Defaulted,12,0,0,0,2,2,4,1,95,Defaulter,17,1,Late Payer,finance@techparts.in,9878901234,Kiran Joshi,amit.patel@warehub.in,9812345678
TXN-0122,TNT-07,TechParts India,OWN-03,Amit Patel,WH-07,Pune,Maharashtra,Dry Warehouse,Medium,01-06-2024,Jun-24,Q2-2024,36992,6658,43650,12,Not Paid,,234,0,43650,Yes,01-06-2024,11-06-2024,Yes,Yes,Yes,Business,Electronics,Defaulted,12,0,0,0,2,2,4,1,95,Defaulter,18,1,Late Payer,finance@techparts.in,9878901234,Kiran Joshi,amit.patel@warehub.in,9812345678
TXN-0123,TNT-07,TechParts India,OWN-03,Amit Patel,WH-07,Pune,Maharashtra,Dry Warehouse,Medium,01-07-2024,Jul-24,Q3-2024,36992,6658,43650,12,Paid,15-08-2024,35,43650,0,Yes,01-07-2024,11-07-2024,Yes,Yes,Yes,Business,Electronics,Delayed,12,1,1,43650,2,2,3,1,60.6,Late Payer,19,2,Regular Payer,finance@techparts.in,9878901234,Kiran Joshi,amit.patel@warehub.in,9812345678
TXN-0124,TNT-07,TechParts India,OWN-03,Amit Patel,WH-07,Pune,Maharashtra,Dry Warehouse,Medium,01-08-2024,Aug-24,Q3-2024,36992,6658,43650,12,Paid,10-09-2024,30,43650,0,Yes,01-08-2024,11-08-2024,Yes,Yes,Yes,Business,Electronics,Delayed,12,1,1,43650,2,2,3,1,58.3,Late Payer,20,2,Regular Payer,finance@techparts.in,9878901234,Kiran Joshi,amit.patel@warehub.in,9812345678
TXN-0125,TNT-07,TechParts India,OWN-03,Amit Patel,WH-07,Pune,Maharashtra,Dry Warehouse,Medium,01-12-2024,Dec-24,Q4-2024,36992,6658,43650,12,Paid,03-02-2025,54,43650,0,Yes,01-12-2024,11-12-2024,Yes,Yes,Yes,Business,Electronics,Delayed,12,1,1,43650,2,2,3,1,69,Late Payer,24,2,Regular Payer,finance@techparts.in,9878901234,Kiran Joshi,amit.patel@warehub.in,9812345678
TXN-0126,TNT-08,Sunrise Foods,OWN-04,Sunita Gupta,WH-08,Ahmedabad,Gujarat,General,Small,01-01-2023,Jan-23,Q1-2023,14072,2532,16604,12,Paid,05-02-2023,25,16604,0,Yes,01-01-2023,11-01-2023,Yes,Yes,Yes,Business,Food & Bev,Delayed,20,1,1,16604,1,1,3,1,52.8,Late Payer,1,2,Regular Payer,billing@sunrisefoods.co.in,9889012345,Neha Agarwal,sunita.gupta@warehub.in,9898765432
TXN-0127,TNT-08,Sunrise Foods,OWN-04,Sunita Gupta,WH-08,Ahmedabad,Gujarat,General,Small,01-02-2023,Feb-23,Q1-2023,14072,2532,16604,12,Not Paid,,720,0,16604,Yes,01-02-2023,11-02-2023,Yes,Yes,Yes,Business,Food & Bev,Defaulted,20,0,0,0,1,1,4,1,91.7,Defaulter,2,1,Late Payer,billing@sunrisefoods.co.in,9889012345,Neha Agarwal,sunita.gupta@warehub.in,9898765432
TXN-0128,TNT-08,Sunrise Foods,OWN-04,Sunita Gupta,WH-08,Ahmedabad,Gujarat,General,Small,01-03-2023,Mar-23,Q1-2023,14072,2532,16604,12,Paid,17-03-2023,6,16604,0,Yes,01-03-2023,11-03-2023,No,Yes,Yes,Business,Food & Bev,Slightly Delayed,20,1,1,16604,1,1,2,1,34.3,Late Payer,3,2,Regular Payer,billing@sunrisefoods.co.in,9889012345,Neha Agarwal,sunita.gupta@warehub.in,9898765432
TXN-0129,TNT-08,Sunrise Foods,OWN-04,Sunita Gupta,WH-08,Ahmedabad,Gujarat,General,Small,01-04-2023,Apr-23,Q2-2023,14072,2532,16604,12,Paid,29-04-2023,18,16604,0,Yes,01-04-2023,11-04-2023,Yes,Yes,Yes,Business,Food & Bev,Delayed,20,1,1,16604,1,1,3,1,49.7,Late Payer,4,2,Regular Payer,billing@sunrisefoods.co.in,9889012345,Neha Agarwal,sunita.gupta@warehub.in,9898765432
TXN-0130,TNT-08,Sunrise Foods,OWN-04,Sunita Gupta,WH-08,Ahmedabad,Gujarat,General,Small,01-05-2023,May-23,Q2-2023,14072,2532,16604,12,Not Paid,,631,0,16604,Yes,01-05-2023,11-05-2023,Yes,Yes,Yes,Business,Food & Bev,Defaulted,20,0,0,0,1,1,4,1,91.7,Defaulter,5,1,Late Payer,billing@sunrisefoods.co.in,9889012345,Neha Agarwal,sunita.gupta@warehub.in,9898765432
TXN-0131,TNT-08,Sunrise Foods,OWN-04,Sunita Gupta,WH-08,Ahmedabad,Gujarat,General,Small,01-06-2023,Jun-23,Q2-2023,14072,2532,16604,12,Paid,20-06-2023,9,16604,0,Yes,01-06-2023,11-06-2023,No,Yes,Yes,Business,Food & Bev,Slightly Delayed,20,1,1,16604,1,1,2,1,35.7,Late Payer,6,2,Regular Payer,billing@sunrisefoods.co.in,9889012345,Neha Agarwal,sunita.gupta@warehub.in,9898765432
TXN-0132,TNT-08,Sunrise Foods,OWN-04,Sunita Gupta,WH-08,Ahmedabad,Gujarat,General,Small,01-09-2023,Sep-23,Q3-2023,14072,2532,16604,12,Paid,24-09-2023,13,16604,0,Yes,01-09-2023,11-09-2023,Yes,Yes,Yes,Business,Food & Bev,Delayed,20,1,1,16604,1,1,3,1,47.4,Late Payer,9,2,Regular Payer,billing@sunrisefoods.co.in,9889012345,Neha Agarwal,sunita.gupta@warehub.in,9898765432
TXN-0133,TNT-08,Sunrise Foods,OWN-04,Sunita Gupta,WH-08,Ahmedabad,Gujarat,General,Small,01-10-2023,Oct-23,Q4-2023,14072,2532,16604,12,Paid,30-10-2023,19,16604,0,Yes,01-10-2023,11-10-2023,Yes,Yes,Yes,Business,Food & Bev,Delayed,20,1,1,16604,1,1,3,1,50.1,Late Payer,10,2,Regular Payer,billing@sunrisefoods.co.in,9889012345,Neha Agarwal,sunita.gupta@warehub.in,9898765432
TXN-0134,TNT-08,Sunrise Foods,OWN-04,Sunita Gupta,WH-08,Ahmedabad,Gujarat,General,Small,01-12-2023,Dec-23,Q4-2023,14072,2532,16604,12,Paid,29-12-2023,18,16604,0,Yes,01-12-2023,11-12-2023,Yes,Yes,Yes,Business,Food & Bev,Delayed,20,1,1,16604,1,1,3,1,49.7,Late Payer,12,2,Regular Payer,billing@sunrisefoods.co.in,9889012345,Neha Agarwal,sunita.gupta@warehub.in,9898765432
TXN-0135,TNT-08,Sunrise Foods,OWN-04,Sunita Gupta,WH-08,Ahmedabad,Gujarat,General,Small,01-03-2024,Mar-24,Q1-2024,14072,2532,16604,12,Paid,19-03-2024,8,16604,0,Yes,01-03-2024,11-03-2024,No,Yes,Yes,Business,Food & Bev,Slightly Delayed,20,1,1,16604,1,1,2,1,35.2,Late Payer,15,2,Regular Payer,billing@sunrisefoods.co.in,9889012345,Neha Agarwal,sunita.gupta@warehub.in,9898765432
TXN-0136,TNT-08,Sunrise Foods,OWN-04,Sunita Gupta,WH-08,Ahmedabad,Gujarat,General,Small,01-04-2024,Apr-24,Q2-2024,14072,2532,16604,12,Paid,20-04-2024,9,16604,0,Yes,01-04-2024,11-04-2024,No,Yes,Yes,Business,Food & Bev,Slightly Delayed,20,1,1,16604,1,1,2,1,35.7,Late Payer,16,2,Regular Payer,billing@sunrisefoods.co.in,9889012345,Neha Agarwal,sunita.gupta@warehub.in,9898765432
TXN-0137,TNT-08,Sunrise Foods,OWN-04,Sunita Gupta,WH-08,Ahmedabad,Gujarat,General,Small,01-05-2024,May-24,Q2-2024,14072,2532,16604,12,Paid,27-05-2024,16,16604,0,Yes,01-05-2024,11-05-2024,Yes,Yes,Yes,Business,Food & Bev,Delayed,20,1,1,16604,1,1,3,1,48.8,Late Payer,17,2,Regular Payer,billing@sunrisefoods.co.in,9889012345,Neha Agarwal,sunita.gupta@warehub.in,9898765432
TXN-0138,TNT-08,Sunrise Foods,OWN-04,Sunita Gupta,WH-08,Ahmedabad,Gujarat,General,Small,01-06-2024,Jun-24,Q2-2024,14072,2532,16604,12,Paid,20-06-2024,9,16604,0,Yes,01-06-2024,11-06-2024,No,Yes,Yes,Business,Food & Bev,Slightly Delayed,20,1,1,16604,1,1,2,1,35.7,Late Payer,18,2,Regular Payer,billing@sunrisefoods.co.in,9889012345,Neha Agarwal,sunita.gupta@warehub.in,9898765432
TXN-0139,TNT-08,Sunrise Foods,OWN-04,Sunita Gupta,WH-08,Ahmedabad,Gujarat,General,Small,01-07-2024,Jul-24,Q3-2024,14072,2532,16604,12,Paid,17-07-2024,6,16604,0,Yes,01-07-2024,11-07-2024,No,Yes,Yes,Business,Food & Bev,Slightly Delayed,20,1,1,16604,1,1,2,1,34.3,Late Payer,19,2,Regular Payer,billing@sunrisefoods.co.in,9889012345,Neha Agarwal,sunita.gupta@warehub.in,9898765432
TXN-0140,TNT-08,Sunrise Foods,OWN-04,Sunita Gupta,WH-08,Ahmedabad,Gujarat,General,Small,01-08-2024,Aug-24,Q3-2024,14072,2532,16604,12,Paid,17-08-2024,6,16604,0,Yes,01-08-2024,11-08-2024,No,Yes,Yes,Business,Food & Bev,Slightly Delayed,20,1,1,16604,1,1,2,1,34.3,Late Payer,20,2,Regular Payer,billing@sunrisefoods.co.in,9889012345,Neha Agarwal,sunita.gupta@warehub.in,9898765432
TXN-0141,TNT-08,Sunrise Foods,OWN-04,Sunita Gupta,WH-08,Ahmedabad,Gujarat,General,Small,01-09-2024,Sep-24,Q3-2024,14072,2532,16604,12,Not Paid,,142,0,16604,Yes,01-09-2024,11-09-2024,Yes,Yes,Yes,Business,Food & Bev,Defaulted,20,0,0,0,1,1,4,1,91.7,Defaulter,21,1,Late Payer,billing@sunrisefoods.co.in,9889012345,Neha Agarwal,sunita.gupta@warehub.in,9898765432
TXN-0142,TNT-08,Sunrise Foods,OWN-04,Sunita Gupta,WH-08,Ahmedabad,Gujarat,General,Small,01-10-2024,Oct-24,Q4-2024,14072,2532,16604,12,Paid,19-10-2024,8,16604,0,Yes,01-10-2024,11-10-2024,No,Yes,Yes,Business,Food & Bev,Slightly Delayed,20,1,1,16604,1,1,2,1,35.2,Late Payer,22,2,Regular Payer,billing@sunrisefoods.co.in,9889012345,Neha Agarwal,sunita.gupta@warehub.in,9898765432
TXN-0143,TNT-08,Sunrise Foods,OWN-04,Sunita Gupta,WH-08,Ahmedabad,Gujarat,General,Small,01-12-2024,Dec-24,Q4-2024,14072,2532,16604,12,Paid,02-01-2025,22,16604,0,Yes,01-12-2024,11-12-2024,Yes,Yes,Yes,Business,Food & Bev,Delayed,20,1,1,16604,1,1,3,1,51.4,Late Payer,24,2,Regular Payer,billing@sunrisefoods.co.in,9889012345,Neha Agarwal,sunita.gupta@warehub.in,9898765432
TXN-0144,TNT-09,MegaFreight Co.,OWN-03,Amit Patel,WH-09,Mumbai,Maharashtra,Distribution Hub,Large,01-01-2023,Jan-23,Q1-2023,161284,29031,190315,24,Paid,11-01-2023,0,190315,0,Yes,01-01-2023,11-01-2023,No,Yes,Yes,Business,Logistics,On-time,48,1,0,190315,3,4,1,1,10,High-Value Regular,1,3,High-Value Regular,payments@megafreight.in,9890123456,Arun Tiwari,amit.patel@warehub.in,9812345678
TXN-0145,TNT-09,MegaFreight Co.,OWN-03,Amit Patel,WH-09,Mumbai,Maharashtra,Distribution Hub,Large,01-02-2023,Feb-23,Q1-2023,161284,29031,190315,24,Paid,11-02-2023,0,190315,0,Yes,01-02-2023,11-02-2023,No,Yes,Yes,Business,Logistics,On-time,48,1,0,190315,3,4,1,1,10,High-Value Regular,2,3,High-Value Regular,payments@megafreight.in,9890123456,Arun Tiwari,amit.patel@warehub.in,9812345678
TXN-0146,TNT-09,MegaFreight Co.,OWN-03,Amit Patel,WH-09,Mumbai,Maharashtra,Distribution Hub,Large,01-03-2023,Mar-23,Q1-2023,161284,29031,190315,24,Paid,11-03-2023,0,190315,0,Yes,01-03-2023,11-03-2023,No,Yes,Yes,Business,Logistics,On-time,48,1,0,190315,3,4,1,1,10,High-Value Regular,3,3,High-Value Regular,payments@megafreight.in,9890123456,Arun Tiwari,amit.patel@warehub.in,9812345678
TXN-0147,TNT-09,MegaFreight Co.,OWN-03,Amit Patel,WH-09,Mumbai,Maharashtra,Distribution Hub,Large,01-04-2023,Apr-23,Q2-2023,161284,29031,190315,24,Paid,11-04-2023,0,190315,0,Yes,01-04-2023,11-04-2023,No,Yes,Yes,Business,Logistics,On-time,48,1,0,190315,3,4,1,1,10,High-Value Regular,4,3,High-Value Regular,payments@megafreight.in,9890123456,Arun Tiwari,amit.patel@warehub.in,9812345678
TXN-0148,TNT-09,MegaFreight Co.,OWN-03,Amit Patel,WH-09,Mumbai,Maharashtra,Distribution Hub,Large,01-05-2023,May-23,Q2-2023,161284,29031,190315,24,Paid,11-05-2023,0,190315,0,Yes,01-05-2023,11-05-2023,No,Yes,Yes,Business,Logistics,On-time,48,1,0,190315,3,4,1,1,10,High-Value Regular,5,3,High-Value Regular,payments@megafreight.in,9890123456,Arun Tiwari,amit.patel@warehub.in,9812345678
TXN-0149,TNT-09,MegaFreight Co.,OWN-03,Amit Patel,WH-09,Mumbai,Maharashtra,Distribution Hub,Large,01-06-2023,Jun-23,Q2-2023,161284,29031,190315,24,Paid,11-06-2023,0,190315,0,Yes,01-06-2023,11-06-2023,No,Yes,Yes,Business,Logistics,On-time,48,1,0,190315,3,4,1,1,10,High-Value Regular,6,3,High-Value Regular,payments@megafreight.in,9890123456,Arun Tiwari,amit.patel@warehub.in,9812345678
TXN-0150,TNT-09,MegaFreight Co.,OWN-03,Amit Patel,WH-09,Mumbai,Maharashtra,Distribution Hub,Large,01-07-2023,Jul-23,Q3-2023,161284,29031,190315,24,Paid,11-07-2023,0,190315,0,Yes,01-07-2023,11-07-2023,No,Yes,Yes,Business,Logistics,On-time,48,1,0,190315,3,4,1,1,10,High-Value Regular,7,3,High-Value Regular,payments@megafreight.in,9890123456,Arun Tiwari,amit.patel@warehub.in,9812345678
TXN-0151,TNT-09,MegaFreight Co.,OWN-03,Amit Patel,WH-09,Mumbai,Maharashtra,Distribution Hub,Large,01-08-2023,Aug-23,Q3-2023,161284,29031,190315,24,Paid,11-08-2023,0,190315,0,Yes,01-08-2023,11-08-2023,No,Yes,Yes,Business,Logistics,On-time,48,1,0,190315,3,4,1,1,10,High-Value Regular,8,3,High-Value Regular,payments@megafreight.in,9890123456,Arun Tiwari,amit.patel@warehub.in,9812345678
TXN-0152,TNT-09,MegaFreight Co.,OWN-03,Amit Patel,WH-09,Mumbai,Maharashtra,Distribution Hub,Large,01-11-2023,Nov-23,Q4-2023,161284,29031,190315,24,Paid,11-11-2023,0,190315,0,Yes,01-11-2023,11-11-2023,No,Yes,Yes,Business,Logistics,On-time,48,1,0,190315,3,4,1,1,10,High-Value Regular,11,3,High-Value Regular,payments@megafreight.in,9890123456,Arun Tiwari,amit.patel@warehub.in,9812345678
TXN-0153,TNT-09,MegaFreight Co.,OWN-03,Amit Patel,WH-09,Mumbai,Maharashtra,Distribution Hub,Large,01-12-2023,Dec-23,Q4-2023,161284,29031,190315,24,Paid,11-12-2023,0,190315,0,Yes,01-12-2023,11-12-2023,No,Yes,Yes,Business,Logistics,On-time,48,1,0,190315,3,4,1,1,10,High-Value Regular,12,3,High-Value Regular,payments@megafreight.in,9890123456,Arun Tiwari,amit.patel@warehub.in,9812345678
TXN-0154,TNT-09,MegaFreight Co.,OWN-03,Amit Patel,WH-09,Mumbai,Maharashtra,Distribution Hub,Large,01-01-2024,Jan-24,Q1-2024,161284,29031,190315,24,Not Paid,,386,0,190315,Yes,01-01-2024,11-01-2024,Yes,Yes,Yes,Business,Logistics,Defaulted,48,0,0,0,3,4,4,1,80,Defaulter,13,1,Late Payer,payments@megafreight.in,9890123456,Arun Tiwari,amit.patel@warehub.in,9812345678
TXN-0155,TNT-09,MegaFreight Co.,OWN-03,Amit Patel,WH-09,Mumbai,Maharashtra,Distribution Hub,Large,01-02-2024,Feb-24,Q1-2024,161284,29031,190315,24,Paid,11-02-2024,0,190315,0,Yes,01-02-2024,11-02-2024,No,Yes,Yes,Business,Logistics,On-time,48,1,0,190315,3,4,1,1,10,High-Value Regular,14,3,High-Value Regular,payments@megafreight.in,9890123456,Arun Tiwari,amit.patel@warehub.in,9812345678
TXN-0156,TNT-09,MegaFreight Co.,OWN-03,Amit Patel,WH-09,Mumbai,Maharashtra,Distribution Hub,Large,01-03-2024,Mar-24,Q1-2024,161284,29031,190315,24,Paid,11-03-2024,0,190315,0,Yes,01-03-2024,11-03-2024,No,Yes,Yes,Business,Logistics,On-time,48,1,0,190315,3,4,1,1,10,High-Value Regular,15,3,High-Value Regular,payments@megafreight.in,9890123456,Arun Tiwari,amit.patel@warehub.in,9812345678
TXN-0157,TNT-09,MegaFreight Co.,OWN-03,Amit Patel,WH-09,Mumbai,Maharashtra,Distribution Hub,Large,01-04-2024,Apr-24,Q2-2024,161284,29031,190315,24,Paid,11-04-2024,0,190315,0,Yes,01-04-2024,11-04-2024,No,Yes,Yes,Business,Logistics,On-time,48,1,0,190315,3,4,1,1,10,High-Value Regular,16,3,High-Value Regular,payments@megafreight.in,9890123456,Arun Tiwari,amit.patel@warehub.in,9812345678
TXN-0158,TNT-09,MegaFreight Co.,OWN-03,Amit Patel,WH-09,Mumbai,Maharashtra,Distribution Hub,Large,01-06-2024,Jun-24,Q2-2024,161284,29031,190315,24,Paid,11-06-2024,0,190315,0,Yes,01-06-2024,11-06-2024,No,Yes,Yes,Business,Logistics,On-time,48,1,0,190315,3,4,1,1,10,High-Value Regular,18,3,High-Value Regular,payments@megafreight.in,9890123456,Arun Tiwari,amit.patel@warehub.in,9812345678
TXN-0159,TNT-09,MegaFreight Co.,OWN-03,Amit Patel,WH-09,Mumbai,Maharashtra,Distribution Hub,Large,01-07-2024,Jul-24,Q3-2024,161284,29031,190315,24,Paid,11-07-2024,0,190315,0,Yes,01-07-2024,11-07-2024,No,Yes,Yes,Business,Logistics,On-time,48,1,0,190315,3,4,1,1,10,High-Value Regular,19,3,High-Value Regular,payments@megafreight.in,9890123456,Arun Tiwari,amit.patel@warehub.in,9812345678
TXN-0160,TNT-09,MegaFreight Co.,OWN-03,Amit Patel,WH-09,Mumbai,Maharashtra,Distribution Hub,Large,01-08-2024,Aug-24,Q3-2024,161284,29031,190315,24,Paid,11-08-2024,0,190315,0,Yes,01-08-2024,11-08-2024,No,Yes,Yes,Business,Logistics,On-time,48,1,0,190315,3,4,1,1,10,High-Value Regular,20,3,High-Value Regular,payments@megafreight.in,9890123456,Arun Tiwari,amit.patel@warehub.in,9812345678
TXN-0161,TNT-09,MegaFreight Co.,OWN-03,Amit Patel,WH-09,Mumbai,Maharashtra,Distribution Hub,Large,01-09-2024,Sep-24,Q3-2024,161284,29031,190315,24,Paid,11-09-2024,0,190315,0,Yes,01-09-2024,11-09-2024,No,Yes,Yes,Business,Logistics,On-time,48,1,0,190315,3,4,1,1,10,High-Value Regular,21,3,High-Value Regular,payments@megafreight.in,9890123456,Arun Tiwari,amit.patel@warehub.in,9812345678
TXN-0162,TNT-09,MegaFreight Co.,OWN-03,Amit Patel,WH-09,Mumbai,Maharashtra,Distribution Hub,Large,01-11-2024,Nov-24,Q4-2024,161284,29031,190315,24,Paid,11-11-2024,0,190315,0,Yes,01-11-2024,11-11-2024,No,Yes,Yes,Business,Logistics,On-time,48,1,0,190315,3,4,1,1,10,High-Value Regular,23,3,High-Value Regular,payments@megafreight.in,9890123456,Arun Tiwari,amit.patel@warehub.in,9812345678
TXN-0163,TNT-09,MegaFreight Co.,OWN-03,Amit Patel,WH-09,Mumbai,Maharashtra,Distribution Hub,Large,01-12-2024,Dec-24,Q4-2024,161284,29031,190315,24,Paid,11-12-2024,0,190315,0,Yes,01-12-2024,11-12-2024,No,Yes,Yes,Business,Logistics,On-time,48,1,0,190315,3,4,1,1,10,High-Value Regular,24,3,High-Value Regular,payments@megafreight.in,9890123456,Arun Tiwari,amit.patel@warehub.in,9812345678
TXN-0164,TNT-10,KotaChem Ltd,OWN-01,Rajesh Shah,WH-10,Kota,Rajasthan,Cold Storage,Small,01-01-2023,Jan-23,Q1-2023,18803,3384,22187,12,Paid,11-01-2023,0,22187,0,Yes,01-01-2023,11-01-2023,No,Yes,Yes,Business,Chemicals,On-time,14,1,0,22187,1,3,1,1,24.2,Regular Payer,1,2,Regular Payer,accounts@kotachem.in,9801234567,Sanjay Verma,rajesh.shah@warehub.in,9876543210
TXN-0165,TNT-10,KotaChem Ltd,OWN-01,Rajesh Shah,WH-10,Kota,Rajasthan,Cold Storage,Small,01-02-2023,Feb-23,Q1-2023,18803,3384,22187,12,Not Paid,,720,0,22187,Yes,01-02-2023,11-02-2023,Yes,Yes,Yes,Business,Chemicals,Defaulted,14,0,0,0,1,3,4,1,94.2,Defaulter,2,1,Late Payer,accounts@kotachem.in,9801234567,Sanjay Verma,rajesh.shah@warehub.in,9876543210
TXN-0166,TNT-10,KotaChem Ltd,OWN-01,Rajesh Shah,WH-10,Kota,Rajasthan,Cold Storage,Small,01-03-2023,Mar-23,Q1-2023,18803,3384,22187,12,Paid,11-03-2023,0,22187,0,Yes,01-03-2023,11-03-2023,No,Yes,Yes,Business,Chemicals,On-time,14,1,0,22187,1,3,1,1,24.2,Regular Payer,3,2,Regular Payer,accounts@kotachem.in,9801234567,Sanjay Verma,rajesh.shah@warehub.in,9876543210
TXN-0167,TNT-10,KotaChem Ltd,OWN-01,Rajesh Shah,WH-10,Kota,Rajasthan,Cold Storage,Small,01-04-2023,Apr-23,Q2-2023,18803,3384,22187,12,Paid,11-04-2023,0,22187,0,Yes,01-04-2023,11-04-2023,No,Yes,Yes,Business,Chemicals,On-time,14,1,0,22187,1,3,1,1,24.2,Regular Payer,4,2,Regular Payer,accounts@kotachem.in,9801234567,Sanjay Verma,rajesh.shah@warehub.in,9876543210
TXN-0168,TNT-10,KotaChem Ltd,OWN-01,Rajesh Shah,WH-10,Kota,Rajasthan,Cold Storage,Small,01-05-2023,May-23,Q2-2023,18803,3384,22187,12,Paid,11-05-2023,0,22187,0,Yes,01-05-2023,11-05-2023,No,Yes,Yes,Business,Chemicals,On-time,14,1,0,22187,1,3,1,1,24.2,Regular Payer,5,2,Regular Payer,accounts@kotachem.in,9801234567,Sanjay Verma,rajesh.shah@warehub.in,9876543210
TXN-0169,TNT-10,KotaChem Ltd,OWN-01,Rajesh Shah,WH-10,Kota,Rajasthan,Cold Storage,Small,01-07-2023,Jul-23,Q3-2023,18803,3384,22187,12,Paid,11-07-2023,0,22187,0,Yes,01-07-2023,11-07-2023,No,Yes,Yes,Business,Chemicals,On-time,14,1,0,22187,1,3,1,1,24.2,Regular Payer,7,2,Regular Payer,accounts@kotachem.in,9801234567,Sanjay Verma,rajesh.shah@warehub.in,9876543210
